#支付宝业务明细查询
#账号：[20880416172250910156]
#起始日期：[2023年05月22日 00:00:00]   终止日期：[2023年05月23日 00:00:00]
#-----------------------------------------业务明细列表----------------------------------------
支付宝交易号,商户订单号,业务类型,商品名称,创建时间,完成时间,门店编号,门店名称,操作员,终端号,对方账户,订单金额（元）,商家实收（元）,支付宝红包（元）,集分宝（元）,支付宝优惠（元）,商家优惠（元）,券核销金额（元）,券名称,商家红包消费金额（元）,卡消费金额（元）,退款批次号/请求号,服务费（元）,分润（元）,备注
2023050822001188161438410173	,T200P3338360715426601926	,交易	,错峰航线 招商维京伊敦号豪华邮轮上海-海上巡游/舟山4-5天,2023-05-08 13:29:16,2023-05-22 09:00:05,	,	,	,	,**琪(199****55)	,7802.00,7802.00,0.00,0.00,0.00,0.00,0.00,,0.00	,0.00,	,0.00,0.00,错峰航线 招商维京伊敦号豪华邮轮上海-海上巡游/舟山4-5天
#-----------------------------------------业务明细列表结束------------------------------------
#交易合计：1笔，商家实收共7802.00元，商家优惠共0.00元
#退款合计：0笔，商家实收退款共0.00元，商家优惠退款共0.00元
#导出时间：[2023年05月23日 05:01:31]
